country_code,region_name,iata,icao,airport,lat,lon,地名,区划码,地级,地级码,地级类,省级,省级码,省级类,NAME_1,TYPE_1
CN,Liaoning,DLC,ZYTL,Dalian Zhoushuizi International Airport,38.9657,121.539,大连市,210200,大连市,210200,地级市,辽宁省,210000,省,Liaoning,Province
CN,Liaoning,JNZ,ZYJZ,Jinzhou Bay Airport,41.1014,121.062,锦州市,210700,锦州市,210700,地级市,辽宁省,210000,省,Liaoning,Province
CN,Liaoning,SHE,ZYTX,Shenyang Taoxian International Airport,41.6398,123.483,沈阳市,210100,沈阳市,210100,地级市,辽宁省,210000,省,Liaoning,Province
CN,Liaoning,XEN,ZYXC,Xingcheng Airport,40.5803,120.698,葫芦岛市,211400,葫芦岛市,211400,地级市,辽宁省,210000,省,Liaoning,Province
CN,Liaoning,YKH,ZYYK,Yingkou Lanqi Airport,40.5425,122.359,营口市,210800,营口市,210800,地级市,辽宁省,210000,省,Liaoning,Province
CN,Nei Mongol,AEQ,,Ar Horqin Airport,43.8704,120.16,赤峰市,150400,赤峰市,150400,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,AXF,,Alxa Left Banner Bayanhot Airport,38.7483,105.589,阿拉善盟,152900,阿拉善盟,152900,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,BAV,ZBOW,Baotou Airport,40.56,109.997,包头市,150200,包头市,150200,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,CIF,ZBCF,Chifeng Yulong Airport,42.235,118.908,赤峰市,150400,赤峰市,150400,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,DSN,ZBDS,Ordos Ejin Horo Airport,39.49,109.861,鄂尔多斯市,150600,鄂尔多斯市,150600,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,EJN,,Ejin Banner Taolai Airport,42.0155,101.001,阿拉善盟,152900,阿拉善盟,152900,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,ERL,ZBER,Erenhot Saiwusu International Airport,43.4225,112.097,锡林郭勒盟,152500,锡林郭勒盟,152500,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,HET,ZBHH,Hohhot Baita International Airport,40.8514,111.824,呼和浩特市,150100,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,HLD,ZBLA,Hulunbuir Hailar Airport,49.205,119.825,呼伦贝尔市,150700,呼伦贝尔市,150700,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,HLH,ZBUL,Ulanhot Airport,46.1953,122.008,兴安盟,152200,兴安盟,152200,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,HUO,ZBHZ,Holingol Huolinhe Airport,45.4872,119.407,通辽市,150500,通辽市,150500,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,NZH,ZBMZ,Manzhouli Xijiao Airport,49.5667,117.33,呼伦贝尔市,150700,呼伦贝尔市,150700,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,NZL,,Zhalantun Chengjisihan Airport,47.8658,122.768,呼伦贝尔市,150700,呼伦贝尔市,150700,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,RHT,,Alxa Right Banner Badanjilin Airport,39.225,101.546,阿拉善盟,152900,阿拉善盟,152900,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,RLK,ZBYZ,Bayannur Tianjitai Airport,40.926,107.743,巴彦淖尔市,150800,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,TGO,ZBTL,Tongliao Airport,43.5567,122.2,通辽市,150500,通辽市,150500,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,UCB,,Ulanqab Airport,41.1297,113.108,乌兰察布市,150900,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,WUA,ZBUH,Wuhai Airport,39.7934,106.799,乌海市,150300,乌海市,150300,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,WZQ,,Urad Middle Banner Airport,41.4596,108.535,巴彦淖尔市,150800,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,XIL,ZBXH,Xilinhot Airport,43.9156,115.964,锡林郭勒盟,152500,锡林郭勒盟,152500,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Nei Mongol,YIE,ZBES,Arxan Yi'ershi Airport,47.3106,119.912,兴安盟,152200,兴安盟,152200,盟,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Ningxia,GYU,ZLGY,Guyuan Liupanshan Airport,36.0789,106.217,固原市,640400,固原市,640400,地级市,宁夏回族自治区,640000,自治区,Ningxia,Autonomous Region
CN,Ningxia,INC,ZLIC,Yinchuan Hedong International Airport,38.3228,106.393,银川市,640100,银川市,640100,地级市,宁夏回族自治区,640000,自治区,Ningxia,Autonomous Region
CN,Ningxia,ZHY,ZLZW,Zhongwei Shapotou Airport (Zhongwei Xiangshan Airport),37.5731,105.154,中卫市,640500,中卫市,640500,地级市,宁夏回族自治区,640000,自治区,Ningxia,Autonomous Region
CN,Qinghai,GMQ,ZLGL,Golog Maqin Airport,34.4181,100.301,果洛藏族自治州,632600,果洛藏族自治州,632600,自治州,青海省,630000,省,Qinghai,Province
CN,Qinghai,GOQ,ZLGM,Golmud Airport,36.4006,94.7861,海西蒙古族藏族自治州,632800,海西蒙古族藏族自治州,632800,自治州,青海省,630000,省,Qinghai,Province
CN,Qinghai,HTT,,Huatugou Airport,38.202,90.8415,海西蒙古族藏族自治州,632800,海西蒙古族藏族自治州,632800,自治州,青海省,630000,省,Qinghai,Province
CN,Qinghai,HXD,ZLDL,Delingha Airport,37.1253,97.2687,海西蒙古族藏族自治州,632800,海西蒙古族藏族自治州,632800,自治州,青海省,630000,省,Qinghai,Province
CN,Qinghai,XNN,ZLXN,Xining Caojiabao Airport,36.5275,102.043,海东市,630200,海东市,630200,地级市,青海省,630000,省,Qinghai,Province
CN,Qinghai,YUS,ZLYS,Yushu Batang Airport,32.8364,97.0364,玉树藏族自治州,632700,玉树藏族自治州,632700,自治州,青海省,630000,省,Qinghai,Province
CN,Qinghai,HBQ,ZLHB,Haibei Qilian Airport,38.012,100.644,海北藏族自治州,632200,海北藏族自治州,632200,自治州,青海省,630000,省,Qinghai,Province
CN,Shaanxi,AKA,ZLAK,Ankang Wulipu Airport,32.7081,108.931,安康市,610900,安康市,610900,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shaanxi,CIH,ZBCZ,Changzhi Wangcun Airport,36.2475,113.126,长治市,140400,长治市,140400,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,DAT,ZBDT,Datong Yungang Airport,40.0603,113.482,大同市,140200,大同市,140200,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,ENY,ZLYA,Yan'an Ershilipu Airport,36.6369,109.554,延安市,610600,延安市,610600,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shaanxi,HZG,ZLHZ,Hanzhong Chenggu Airport,33.1341,107.206,汉中市,610700,汉中市,610700,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shaanxi,LFQ,,Linfen Qiaoli Airport,36.1326,111.641,临汾市,141000,临汾市,141000,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,LLV,ZBLL,Luliang Airport,37.6833,111.143,吕梁市,141100,吕梁市,141100,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,SIA,ZLSN,Xi'an Xiguan Airport,34.3767,109.12,西安市,610100,西安市,610100,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shaanxi,TYN,ZBYN,Taiyuan Wusu International Airport,37.7469,112.628,太原市,140100,太原市,140100,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,UYN,ZLYL,Yulin Yuyang Airport,38.3597,109.591,榆林市,610800,榆林市,610800,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shaanxi,WUT,ZBXZ,Xinzhou Wutaishan Airport,38.5975,112.969,忻州市,140900,忻州市,140900,地级市,山西省,140000,省,Shanxi,Province
CN,Shaanxi,XIY,ZLXY,Xi'an Xianyang International Airport,34.4471,108.752,咸阳市,610400,咸阳市,610400,地级市,陕西省,610000,省,Shaanxi,Province
CN,Shandong,DOY,ZSDY,Dongying Shengli Airport,37.5086,118.788,东营市,370500,东营市,370500,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,JNG,ZLJN,Jining Qufu Airport,35.2928,116.347,济宁市,370800,济宁市,370800,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,LYI,ZSLY,Linyi Shubuling Airport,35.0461,118.412,临沂市,371300,临沂市,371300,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,PNJ,,Penglai Shahekou Airport,42.4464,119.574,赤峰市,150400,赤峰市,150400,地级市,内蒙古自治区,150000,自治区,Neimenggu,Autonomous Region
CN,Shandong,RIZ,,Rizhao Shanzihe Airport,35.405,119.324,日照市,371100,日照市,371100,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,TAO,ZSQD,Qingdao Liuting International Airport,36.2661,120.374,青岛市,370200,青岛市,370200,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,TNA,ZSJN,Jinan Yaoqiang International Airport,36.8572,117.216,济南市,370100,济南市,370100,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,WEF,ZSWF,Weifang Airport,36.6467,119.119,潍坊市,370700,潍坊市,370700,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,WEH,ZSWH,Weihai Dashuibo Airport,37.1871,122.229,威海市,371000,威海市,371000,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,YNT,ZSYT,Yantai Penglai International Airport,37.6572,120.987,烟台市,370600,烟台市,370600,地级市,山东省,370000,省,Shandong,Province
CN,Shandong,HZA,ZSHZ,Heze Mudan Airport,35.2133,115.737,菏泽市,371700,菏泽市,371700,地级市,山东省,370000,省,Shandong,Province
CN,Shanghai,PVG,ZSPD,Shanghai Pudong International Airport,31.1434,121.805,上海市,310000,不统计,0,不统计,上海市,310000,直辖市,Shanghai,Municipality
CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336,上海市,310000,不统计,0,不统计,上海市,310000,直辖市,Shanghai,Municipality
CN,Shanxi,YCU,ZBYC,Yuncheng Guangong Airport,35.1164,111.031,运城市,140800,运城市,140800,地级市,山西省,140000,省,Shanxi,Province
CN,Sichuan,AHJ,ZUHY,Hongyuan Airport,32.5315,102.352,阿坝藏族羌族自治州,513200,阿坝藏族羌族自治州,513200,自治州,四川省,510000,省,Sichuan,Province
CN,Sichuan,BZX,,Bazhong Enyang Airport,31.7384,106.645,巴中市,511900,巴中市,511900,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,CTU,ZUUU,Chengdu Shuangliu International Airport,30.5785,103.947,成都市,510100,成都市,510100,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,DAX,ZUDX,Dazhou Heshi Airport,31.1302,107.429,达州市,511700,达州市,511700,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,DCY,ZUDC,Daocheng Yading Airport,29.3231,100.053,甘孜藏族自治州,513300,甘孜藏族自治州,513300,自治州,四川省,510000,省,Sichuan,Province
CN,Sichuan,GHN,ZUGH,Guanghan Airport,30.9485,104.33,德阳市,510600,德阳市,510600,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,GYS,ZUGU,Guangyuan Panlong Airport,32.3911,105.702,广元市,510800,广元市,510800,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,JZH,ZUJZ,Jiuzhai Huanglong Airport,32.8533,103.682,阿坝藏族羌族自治州,513200,阿坝藏族羌族自治州,513200,自治州,四川省,510000,省,Sichuan,Province
CN,Sichuan,KGT,ZUKD,Kangding Airport,30.1575,101.735,甘孜藏族自治州,513300,甘孜藏族自治州,513300,自治州,四川省,510000,省,Sichuan,Province
CN,Sichuan,LZO,ZULZ,Luzhou Yunlong Airport,29.03,105.47,泸州市,510500,泸州市,510500,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,MIG,ZUMY,Mianyang Nanjiao Airport,31.4281,104.741,绵阳市,510700,绵阳市,510700,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,NAO,ZUNC,Nanchong Gaoping Airport,30.7955,106.163,南充市,511300,南充市,511300,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,PZI,ZUZH,Panzhihua Bao'anying Airport,26.54,101.799,攀枝花市,510400,攀枝花市,510400,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,TFU,ZUTF,Chengdu Tianfu International Airport,30.319,104.445,成都市,510100,成都市,510100,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,XIC,ZUXC,Xichang Qingshan Airport,27.9891,102.184,凉山彝族自治州,513400,凉山彝族自治州,513400,自治州,四川省,510000,省,Sichuan,Province
CN,Sichuan,YBP,ZUYB,Yibin Caiba Airport,28.8006,104.545,宜宾市,511500,宜宾市,511500,地级市,四川省,510000,省,Sichuan,Province
CN,Sichuan,DZH,ZUDA,Dazhou Jinya Airport,31.04,107.44,达州市,511700,达州市,511700,地级市,四川省,510000,省,Sichuan,Province
CN,Tianjin,TSN,ZBTJ,Tianjin Binhai International Airport,39.1244,117.346,天津市,120000,不统计,0,不统计,天津市,120000,直辖市,Tianjin,Municipality
CN,Xinjiang,AAT,ZWAT,Altay Airport,47.7499,88.0858,阿勒泰地区,654300,阿勒泰地区,654300,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,AKU,ZWAK,Aksu Airport,41.2625,80.2917,阿克苏地区,652900,阿克苏地区,652900,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,BPL,ZWBL,Bole Alashankou Airport,44.895,82.3,博尔塔拉蒙古自治州,652700,博尔塔拉蒙古自治州,652700,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,FYN,ZWFY,Fuyun Koktokay Airport,46.8042,89.512,阿勒泰地区,654300,阿勒泰地区,654300,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,HMI,ZWHM,Hami Airport (Kumul Airport),42.8414,93.6692,哈密市,650500,哈密市,650500,地级市,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,HTN,ZWTN,Hotan Airport,37.0385,79.8649,和田地区,653200,和田地区,653200,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,IQM,ZWCM,Qiemo Airport,38.2336,85.4656,巴音郭楞蒙古自治州,652800,巴音郭楞蒙古自治州,652800,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,KCA,ZWKC,Kuqa Qiuci Airport,41.6779,82.8729,阿克苏地区,652900,阿克苏地区,652900,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,KHG,ZWSH,Kashgar Airport (Kashi Airport),39.5429,76.02,喀什地区,653100,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,KJI,ZWKN,Kanas Airport,48.2223,86.9959,阿勒泰地区,654300,阿勒泰地区,654300,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,KRL,ZWKL,Korla Airport,41.6978,86.1289,巴音郭楞蒙古自治州,652800,巴音郭楞蒙古自治州,652800,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,KRY,ZWKM,Karamay Airport,45.4665,84.9527,克拉玛依市,650200,克拉玛依市,650200,地级市,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,NLT,ZWNL,Xinyuan Nalati Airport,43.4318,83.3786,伊犁哈萨克自治州,654000,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,QSZ,,Shache Airport,38.2811,77.0752,喀什地区,653100,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,RQA,ZWRQ,Ruoqiang Loulan Airport,38.9747,88.0083,巴音郭楞蒙古自治州,652800,巴音郭楞蒙古自治州,652800,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,SHF,ZWHZ,Shihezi Huayuan Airport,44.2421,85.8905,塔城地区,654200,塔城地区,654200,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,SXJ,ZWSS,Shanshan Airport,42.9117,90.2475,吐鲁番市,650400,吐鲁番市,650400,地级市,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,TCG,ZWTC,Tacheng Airport,46.6725,83.3408,塔城地区,654200,塔城地区,654200,地区,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,TLQ,ZWTL,Turpan Jiaohe Airport,43.0308,89.0987,吐鲁番市,650400,吐鲁番市,650400,地级市,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,URC,ZWWW,Urumqi Diwopu International Airport,43.9071,87.4742,乌鲁木齐市,650100,乌鲁木齐市,650100,地级市,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xinjiang,YIN,ZWYN,Yining Airport,43.9558,81.3303,伊犁哈萨克自治州,654000,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区,Xinjiang,Autonomous Region
CN,Xizang,BPX,ZUBD,Qamdo Bamda Airport,30.5536,97.1083,昌都市,540300,昌都市,540300,地级市,西藏自治区,540000,自治区,Xizang,Autonomous Region
CN,Xizang,LXA,ZULS,Lhasa Gonggar Airport,29.2978,90.9119,山南市,540500,山南市,540500,地级市,西藏自治区,540000,自治区,Xizang,Autonomous Region
CN,Xizang,LZY,ZUNZ,Nyingchi Mainling Airport,29.3033,94.3353,林芝市,540400,林芝市,540400,地级市,西藏自治区,540000,自治区,Xizang,Autonomous Region
CN,Xizang,NGQ,ZUAL,Ngari Gunsa Airport,32.1,80.0531,阿里地区,542500,阿里地区,542500,地区,西藏自治区,540000,自治区,Xizang,Autonomous Region
CN,Xizang,RKZ,ZURK,Shigatse Peace Airport,29.3519,89.3114,日喀则市,540200,日喀则市,540200,地级市,西藏自治区,540000,自治区,Xizang,Autonomous Region
CN,Yunnan,BSD,ZPBS,Baoshan Yunduan Airport,25.0533,99.1683,保山市,530500,保山市,530500,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,CWJ,ZPCW,Cangyuan Washan Airport,23.2739,99.3736,临沧市,530900,临沧市,530900,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,DIG,ZPDQ,Diqing Shangri-La Airport,27.7936,99.6772,迪庆藏族自治州,533400,迪庆藏族自治州,533400,自治州,云南省,530000,省,Yunnan,Province
CN,Yunnan,DLU,ZPDL,Dali Airport,25.6494,100.319,大理白族自治州,532900,大理白族自治州,532900,自治州,云南省,530000,省,Yunnan,Province
CN,Yunnan,JHG,ZPJH,Xishuangbanna Gasa Airport,21.9739,100.76,西双版纳傣族自治州,532800,西双版纳傣族自治州,532800,自治州,云南省,530000,省,Yunnan,Province
CN,Yunnan,JMJ,ZPJM,Lancang Jingmai Airport,22.4158,99.7864,普洱市,530800,普洱市,530800,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport,25.1019,102.929,昆明市,530100,昆明市,530100,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,LJG,ZPLJ,Lijiang Sanyi Airport,26.68,100.246,丽江市,530700,丽江市,530700,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,LNJ,ZPLC,Lincang Airport,23.7381,100.025,临沧市,530900,临沧市,530900,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,LUM,ZPMS,Dehong Mangshi Airport,24.4011,98.5317,德宏傣族景颇族自治州,533100,德宏傣族景颇族自治州,533100,自治州,云南省,530000,省,Yunnan,Province
CN,Yunnan,NLH,,Ninglang Luguhu Airport,27.5403,100.759,丽江市,530700,丽江市,530700,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,SYM,ZPSM,Pu'er Simao Airport,22.7933,100.959,普洱市,530800,普洱市,530800,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,TCZ,ZUTC,Tengchong Tuofeng Airport,24.9381,98.4858,保山市,530500,保山市,530500,地级市,云南省,530000,省,Yunnan,Province
CN,Yunnan,WNH,ZPWS,Wenshan Puzhehei Airport,23.5583,104.326,文山壮族苗族自治州,532600,文山壮族苗族自治州,532600,自治州,云南省,530000,省,Yunnan,Province
CN,Yunnan,ZAT,ZPZT,Zhaotong Airport,27.3256,103.755,昭通市,530600,昭通市,530600,地级市,云南省,530000,省,Yunnan,Province
CN,Zhejiang,HGH,ZSHC,Hangzhou Xiaoshan International Airport,30.2295,120.434,杭州市,330100,杭州市,330100,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,HSN,ZSZS,Zhoushan Putuoshan Airport,29.9342,122.362,舟山市,330900,舟山市,330900,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,HYN,ZSLQ,Taizhou Luqiao Airport,28.5622,121.429,台州市,331000,台州市,331000,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,JUZ,ZSJU,Quzhou Airport,28.9658,118.899,衢州市,330800,衢州市,330800,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,NGB,ZSNB,Ningbo Lishe International Airport,29.8267,121.462,宁波市,330200,宁波市,330200,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,WNZ,ZSWZ,Wenzhou Longwan International Airport,27.9122,120.852,温州市,330300,温州市,330300,地级市,浙江省,330000,省,Zhejiang,Province
CN,Zhejiang,YIW,ZSYW,Yiwu Airport,29.3447,120.032,金华市,330700,金华市,330700,地级市,浙江省,330000,省,Zhejiang,Province
